"LICH_SPPCD","YEARSTART","YEAREND","SPP_ACRONYM","GENUS","SPECIES","CN","CREATED_BY","CREATED_DATE","CREATED_IN_INSTANCE","MODIFIED_BY","MODIFIED_DATE","MODIFIED_IN_INSTANCE"
4018,2005,,"Meltra","Melanohalea","trabeculata","688876000333","",2006-03-31,"333","",,""
4020,1997,,"Meldis","Melanelia","disjuncta","688837000333","",2004-03-22,"999","",2005-06-07,"333"
4021,1997,,"Meltom","Melanelia","tominii","688856000333","",2004-03-22,"999","",2005-06-07,"333"
4022,2000,,"Melpan","Melanelia","panniformis","688849000333","",2004-03-22,"999","",2005-06-07,"333"
4023,2002,,"Melsor","Melanelia","sorediata","688851000333","",2004-03-22,"999","",2005-06-07,"333"
4100,1993,,"Men","Menegazzia","","688878000333","",2004-03-22,"999","",2005-06-07,"333"
4101,1993,,"Menter","Menegazzia","terebrata","688877000333","",2004-03-22,"999","",2005-06-07,"333"
4200,1993,,"Mye","Myelochroa","","688883000333","",2004-03-22,"999","",2005-06-07,"333"
4201,1993,,"Myeaur","Myelochroa","aurulenta","688879000333","",2004-03-22,"999","",2005-06-07,"333"
4202,1993,,"Myegal","Myelochroa","galbina","688880000333","",2004-03-22,"999","",2005-06-07,"333"
4203,1993,,"Myemet","Myelochroa","metarevoluta","688881000333","",2004-03-22,"999","",2005-06-07,"333"
4204,2001,,"Myeobs","Myelochroa","obsessa","688882000333","",2004-03-22,"999","",2005-06-07,"333"
4300,1993,,"Neo","Neofuscelia","","688885000333","",2004-03-22,"999","",2005-06-07,"333"
4301,1993,,"Neolox","Neofuscelia","loxodes","688884000333","",2004-03-22,"999","",2005-06-07,"333"
4400,1993,,"Nep","Nephroma","","688894000333","",2004-03-22,"999","",2005-06-07,"333"
4402,1993,,"Nepbel","Nephroma","bellum","688887000333","",2004-03-22,"999","",2005-06-07,"333"
4403,1993,,"Nephel","Nephroma","helveticum","688888000333","",2004-03-22,"999","",2005-06-07,"333"
4404,1993,,"Nepisi","Nephroma","isidiosum","688889000333","",2004-03-22,"999","",2005-06-07,"333"
4405,1993,,"Neplae","Nephroma","laevigatum","688890000333","",2004-03-22,"999","",2005-06-07,"333"
4406,1993,,"Nepocc","Nephroma","occultum","688891000333","",2004-03-22,"999","",2005-06-07,"333"
4407,1993,,"Neppar","Nephroma","parile","688892000333","",2004-03-22,"999","",2005-06-07,"333"
4408,1993,,"Nepres","Nephroma","resupinatum","688893000333","",2004-03-22,"999","",2005-06-07,"333"
4409,2004,,"Neparc","Nephroma","arcticum","688886000333","",2005-06-07,"333","",,""
4500,1993,,"Nie","Niebla","","688898000333","",2004-03-22,"999","",2005-06-07,"333"
4501,1993,,"Niecep","Niebla","cephalota","688895000333","",2004-03-22,"999","",2005-06-07,"333"
4502,1993,,"Niecer","Niebla","ceruchis","688896000333","",2004-03-22,"999","",2005-06-07,"333"
4503,1993,,"Niefla","Niebla","flaccescens","688897000333","",2004-03-22,"999","",2005-06-07,"333"
4550,1995,,"Nod","Nodobryoria","","688901000333","",2004-03-22,"999","",2005-06-07,"333"
4551,1995,,"Nodabb","Nodobryoria","abbreviata","688899000333","",2004-03-22,"999","",,""
4552,1995,,"Nodore","Nodobryoria","oregana","688900000333","",2004-03-22,"999","",,""
4600,1993,,"Nor","Normandina","","688903000333","",2004-03-22,"999","",2005-06-07,"333"
4601,1993,,"Norpul","Normandina","pulchella","688902000333","",2004-03-22,"999","",2005-06-07,"333"
4700,1993,,"Pan","Pannaria","","688911000333","",2004-03-22,"999","",2005-06-07,"333"
4701,2000,,"Panahl","Fuscopannaria","ahlneri","688657000333","",2004-03-22,"999","",2007-05-10,"333"
4702,1993,,"Pancon","Pannaria","conoplea","688904000333","",2004-03-22,"999","",2005-06-07,"333"
4703,2000,,"Panlph","Fuscopannaria","leucophaea","688665000333","",2004-03-22,"999","",2007-05-10,"333"
4704,2000,,"Panleu","Fuscopannaria","leucosticta","688666000333","",2004-03-22,"999","",2007-05-10,"333"
4705,2000,,"Panled","Fuscopannaria","leucostictoides","688667000333","",2004-03-22,"999","",2007-05-10,"333"
4706,1993,,"Panlur","Pannaria","lurida","688906000333","",2004-03-22,"999","",2005-06-07,"333"
4707,2000,,"Panmar","Pannaria","mariana","688922000333","",2004-03-22,"999","",2007-05-10,"333"
4708,2000,,"Panmed","Fuscopannaria","mediterranea","688668000333","",2004-03-22,"999","",2007-05-10,"333"
4709,2000,,"Panpez","Protopannaria","pezizoides","689086000333","",2004-03-22,"999","",2007-05-10,"333"
4710,2000,,"Panpul","Fuscopannaria","pulveracea","688671000333","",2004-03-22,"999","",2007-05-10,"333"
4711,1993,,"Panrub","Pannaria","rubiginosa","688908000333","",2004-03-22,"999","",2005-06-07,"333"
4712,2000,,"Pansau","Fuscopannaria","saubinetii","688673000333","",2004-03-22,"999","",2007-05-10,"333"
4713,1993,,"Pantav","Pannaria","tavaresii","688910000333","",2004-03-22,"999","",2005-06-07,"333"
4714,2001,,"Panpra","Fuscopannaria","praetermissa","688670000333","",2004-03-22,"999","",2007-05-10,"333"
4715,2001,,"Panmal","Pannaria","malmei","688907000333","",2004-03-22,"999","",2007-05-10,"333"
4716,2001,,"Pansub","Pannaria","subfusca","688909000333","",2004-03-22,"999","",2007-05-10,"333"
4717,2001,,"Panela","Pannaria","elatior","688905000333","",2004-03-22,"999","",2007-05-10,"333"
4800,1993,,"Par","Parmelia","","688919000333","",2004-03-22,"999","",2005-06-07,"333"
4801,1993,,"Parfer","Parmelia","fertilis","688912000333","",2004-03-22,"999","",2005-06-07,"333"
4802,1993,,"Parhyg","Parmelia","hygrophila","688914000333","",2004-03-22,"999","",2005-06-07,"333"
4803,1997,,"Parpse","Parmelia","pseudosulcata","688915000333","",2004-03-22,"999","",2005-06-07,"333"
4804,1993,,"Parsax","Parmelia","saxatilis","688916000333","",2004-03-22,"999","",2005-06-07,"333"
4805,1993,,"Parsqu","Parmelia","squarrosa","688917000333","",2004-03-22,"999","",2005-06-07,"333"
4806,1993,,"Parsul","Parmelia","sulcata","688918000333","",2004-03-22,"999","",2005-06-07,"333"
4807,1997,,"Parfra","Parmelia","fraudans","688913000333","",2004-03-22,"999","",2005-06-07,"333"
4900,1993,,"Pll","Parmeliella","","688927000333","",2004-03-22,"999","",2005-06-07,"333"
4902,1993,,"Pllcor","Parmeliella","corallinoides","688921000333","",2004-03-22,"999","",2005-06-07,"333"
4903,1993,,"Pllpan","Parmeliella","pannosa","688923000333","",2004-03-22,"999","",2005-06-07,"333"
4904,1993,,"Plltri","Parmeliella","triptophylla","688926000333","",2004-03-22,"999","",2005-06-07,"333"
4905,1999,,"Pllpar","Parmeliella","parvula","688924000333","",2004-03-22,"999","",2005-06-07,"333"
4908,2001,,"Pllapp","Parmeliella","appalachensis","688920000333","",2004-03-22,"999","",2005-06-07,"333"
4909,2001,,"Pllsty","Parmeliella","stylophora","688925000333","",2004-03-22,"999","",2007-05-10,"333"
5000,1993,,"Pna","Parmelina","","688929000333","",2004-03-22,"999","",2005-06-07,"333"
5001,1993,,"Pnaque","Parmelina","quercina","688928000333","",2004-03-22,"999","",2005-06-07,"333"
5100,1993,,"Pps","Parmelinopsis","","688934000333","",2004-03-22,"999","",2005-06-07,"333"
5101,1993,,"Ppshor","Parmelinopsis","horrescens","688930000333","",2004-03-22,"999","",2005-06-07,"333"
5102,1993,,"Ppsmin","Parmelinopsis","minarum","688931000333","",2004-03-22,"999","",2005-06-07,"333"
5103,1993,,"Ppsspu","Parmelinopsis","spumosa","688932000333","",2004-03-22,"999","",2005-06-07,"333"
5104,1993,,"Ppsswi","Parmelinopsis","swinscowii","688933000333","",2004-03-22,"999","",2005-06-07,"333"
5200,1993,,"Pop","Parmeliopsis","","688939000333","",2004-03-22,"999","",2005-06-07,"333"
5201,1993,,"Popamb","Parmeliopsis","ambigua","688935000333","",2004-03-22,"999","",2005-06-07,"333"
5202,1993,,"Pophyp","Parmeliopsis","hyperopta","688937000333","",2004-03-22,"999","",2005-06-07,"333"
5203,1993,,"Popsub","Parmeliopsis","subambigua","688938000333","",2004-03-22,"999","",2005-06-07,"333"
5204,1999,,"Popcap","Parmeliopsis","capitata","688936000333","",2004-03-22,"999","",2005-06-07,"333"
5300,1993,,"Pmo","Parmotrema","","688979000333","",2004-03-22,"999","",2005-06-07,"333"
5301,1993,,"Pmoarn","Parmotrema","arnoldii","688942000333","",2004-03-22,"999","",2005-06-07,"333"
5302,1993,,"Pmoaus","Parmotrema","austrosinense","688943000333","",2004-03-22,"999","",2005-06-07,"333"
5303,1993,,"Pmochi","Parmotrema","chinense","688944000333","",2004-03-22,"999","",2005-06-07,"333"
5304,2002,,"Pmocon","Canomaculina","conferenda","688463000333","",2004-04-20,"999","",,""
5304,1993,2002,"Pmocon","Parmotrema","conferendum","688945000333","",2004-03-22,"999","",2004-04-20,"999"
5305,1993,,"Pmocri","Parmotrema","crinitum","688946000333","",2004-03-22,"999","",2005-06-07,"333"
5306,1993,,"Pmocrs","Parmotrema","cristiferum","688947000333","",2004-03-22,"999","",2005-06-07,"333"
5307,1993,,"Pmodil","Parmotrema","dilatatum","688948000333","",2004-03-22,"999","",2005-06-07,"333"
5308,1993,,"Pmodom","Parmotrema","dominicanum","688949000333","",2004-03-22,"999","",2005-06-07,"333"
5309,1993,,"Pmoend","Parmotrema","endosulphureum","688950000333","",2004-03-22,"999","",2005-06-07,"333"
5310,1993,,"Pmoeur","Parmotrema","eurysacum","688951000333","",2004-03-22,"999","",2005-06-07,"333"
5311,1993,,"Pmohab","Parmotrema","hababianum","688953000333","",2004-03-22,"999","",2005-06-07,"333"
5312,1993,,"Pmohai","Parmotrema","haitiense","688954000333","",2004-03-22,"999","",2005-06-07,"333"
5313,1993,,"Pmohyl","Parmotrema","hypoleucinum","688955000333","",2004-03-22,"999","",2005-06-07,"333"
5314,1993,,"Pmohyp","Parmotrema","hypotropum","688956000333","",2004-03-22,"999","",2005-06-07,"333"
5315,1993,,"Pmoint","Parmotrema","internexum","688957000333","",2004-03-22,"999","",2005-06-07,"333"
5316,1993,,"Pmolou","Parmotrema","louisianae","688958000333","",2004-03-22,"999","",2005-06-07,"333"
5317,1993,,"Pmomad","Parmotrema","madagascariaceum","688959000333","",2004-03-22,"999","",2005-06-07,"333"
5318,1993,,"Pmomar","Parmotrema","margaritatum","688960000333","",2004-03-22,"999","",2005-06-07,"333"
5319,1993,,"Pmomel","Parmotrema","mellissii","688961000333","",2004-03-22,"999","",2005-06-07,"333"
5320,1993,,"Pmomic","Parmotrema","michauxianum","688962000333","",2004-03-22,"999","",2005-06-07,"333"
5321,1993,,"Pmomor","Parmotrema","mordenii","688963000333","",2004-03-22,"999","",2005-06-07,"333"
5322,2002,,"Pmoneo","Canomaculina","neotropica","688464000333","",2004-04-20,"999","",,""
5322,1993,2002,"Pmoneo","Parmotrema","neotropicum","688964000333","",2004-03-22,"999","",2004-04-20,"999"
5323,1993,,"Pmoper","Parmotrema","perforatum","688965000333","",2004-03-22,"999","",2005-06-07,"333"
5324,1993,,"Pmopra","Parmotrema","praesorediosum","688966000333","",2004-03-22,"999","",2005-06-07,"333"
5325,1993,,"Pmoprp","Parmotrema","preperforatum","688967000333","",2004-03-22,"999","",2005-06-07,"333"
5326,1993,,"Pmoram","Parmotrema","rampoddense","688968000333","",2004-03-22,"999","",2005-06-07,"333"
5327,1993,,"Pmorig","Parmotrema","rigidum","688969000333","",2004-03-22,"999","",2005-06-07,"333"
5328,1994,,"Pmogar","Parmotrema","gardneri","688952000333","",2004-03-22,"999","",2005-06-07,"333"
5329,1993,,"Pmostu","Parmotrema","stuppeum","688970000333","",2004-03-22,"999","",2005-06-07,"333"
5330,2002,,"Pmosus","Canomaculina","subsumpta","688465000333","",2004-04-20,"999","",,""
5330,1993,2002,"Pmosus","Parmotrema","subsumptum","688972000333","",2004-03-22,"999","",2004-04-20,"999"
5331,2002,,"Pmosub","Canomaculina","subtinctoria","688466000333","",2004-04-20,"999","",,""
5331,1993,2002,"Pmosub","Parmotrema","subtinctorium","688973000333","",2004-03-22,"999","",,""
5332,1993,,"Pmosul","Parmotrema","sulphuratum","688974000333","",2004-03-22,"999","",2005-06-07,"333"
5333,1993,,"Pmotin","Parmotrema","tinctorum","688975000333","",2004-03-22,"999","",2005-06-07,"333"
5334,1993,,"Pmoult","Parmotrema","ultralucens","688976000333","",2004-03-22,"999","",2005-06-07,"333"
5335,1993,,"Pmoxan","Parmotrema","xanthinum","688977000333","",2004-03-22,"999","",2005-06-07,"333"
5336,1993,,"Pmozol","Parmotrema","zollingeri","688978000333","",2004-03-22,"999","",2005-06-07,"333"
5337,1994,,"Pmosui","Parmotrema","subisidiosum","688971000333","",2004-03-22,"999","",2005-06-07,"333"
5338,1994,2005,"Pmocet","Parmoterma","cetratum","688940000333","",2004-03-22,"999","",2005-06-07,"333"
5338,2005,,"Pmocet","Parmotrema","cetratum","688941000333","",2006-03-31,"333","",,""
5400,1993,,"Pos","Parmotremopsis","","688981000333","",2004-03-22,"999","",2005-06-07,"333"
5401,1993,,"Posant","Parmotremopsis","antillensis","688980000333","",2004-03-22,"999","",2005-06-07,"333"
5500,1993,,"Pel","Peltigera","","688999000333","",2004-03-22,"999","",2005-06-07,"333"
5501,1993,,"Pelaph","Peltigera","aphthosa","688982000333","",2004-03-22,"999","",2005-06-07,"333"
